rank,run_name,hidden_dim,activation,lr,lr_decay,weight_decay,epochs,best_val_acc,checkpoint_path
154,hd256_relu_lr0p05_decay0p95_wd0p001,256,relu,0.05,0.95,0.001,50,0.9035,model/weights/hd256_relu_lr0p05_decay0p95_wd0p001_best.npz
155,hd256_relu_lr0p2_decay1p0_wd0p001,256,relu,0.2,1.0,0.001,50,0.9035,model/weights/hd256_relu_lr0p2_decay1p0_wd0p001_best.npz
156,hd256_tanh_lr0p1_decay0p95_wd1e-05,256,tanh,0.1,0.95,1e-05,50,0.9035,model/weights/hd256_tanh_lr0p1_decay0p95_wd1e-05_best.npz
157,hd256_tanh_lr0p2_decay0p98_wd0p0001,256,tanh,0.2,0.98,0.0001,50,0.9035,model/weights/hd256_tanh_lr0p2_decay0p98_wd0p0001_best.npz
158,hd512_tanh_lr0p05_decay0p98_wd0p001,512,tanh,0.05,0.98,0.001,50,0.9035,model/weights/hd512_tanh_lr0p05_decay0p98_wd0p001_best.npz
159,hd512_tanh_lr0p05_decay0p98_wd0p0,512,tanh,0.05,0.98,0.0,50,0.9035,model/weights/hd512_tanh_lr0p05_decay0p98_wd0p0_best.npz
160,hd512_tanh_lr0p2_decay0p98_wd0p0001,512,tanh,0.2,0.98,0.0001,50,0.9035,model/weights/hd512_tanh_lr0p2_decay0p98_wd0p0001_best.npz
161,hd768_tanh_lr0p05_decay1p0_wd0p0001,768,tanh,0.05,1.0,0.0001,50,0.9035,model/weights/hd768_tanh_lr0p05_decay1p0_wd0p0001_best.npz
162,hd768_tanh_lr0p2_decay0p98_wd0p0001,768,tanh,0.2,0.98,0.0001,50,0.9035,model/weights/hd768_tanh_lr0p2_decay0p98_wd0p0001_best.npz
163,hd256_tanh_lr0p1_decay0p98_wd0p0,256,tanh,0.1,0.98,0.0,50,0.9033333333333333,model/weights/hd256_tanh_lr0p1_decay0p98_wd0p0_best.npz
164,hd256_tanh_lr0p1_decay0p98_wd1e-05,256,tanh,0.1,0.98,1e-05,50,0.9033333333333333,model/weights/hd256_tanh_lr0p1_decay0p98_wd1e-05_best.npz
165,hd512_tanh_lr0p05_decay0p98_wd1e-05,512,tanh,0.05,0.98,1e-05,50,0.9033333333333333,model/weights/hd512_tanh_lr0p05_decay0p98_wd1e-05_best.npz
166,hd512_tanh_lr0p2_decay0p95_wd0p0001,512,tanh,0.2,0.95,0.0001,50,0.9033333333333333,model/weights/hd512_tanh_lr0p2_decay0p95_wd0p0001_best.npz
167,hd768_relu_lr0p1_decay0p9_wd0p0001,768,relu,0.1,0.9,0.0001,50,0.9033333333333333,model/weights/hd768_relu_lr0p1_decay0p9_wd0p0001_best.npz
168,hd768_relu_lr0p1_decay0p9_wd0p0,768,relu,0.1,0.9,0.0,50,0.9033333333333333,model/weights/hd768_relu_lr0p1_decay0p9_wd0p0_best.npz
169,hd768_tanh_lr0p05_decay1p0_wd0p0,768,tanh,0.05,1.0,0.0,50,0.9033333333333333,model/weights/hd768_tanh_lr0p05_decay1p0_wd0p0_best.npz
170,hd768_tanh_lr0p2_decay0p9_wd0p0,768,tanh,0.2,0.9,0.0,50,0.9033333333333333,model/weights/hd768_tanh_lr0p2_decay0p9_wd0p0_best.npz
171,hd128_relu_lr0p1_decay1p0_wd0p001,128,relu,0.1,1.0,0.001,50,0.9031666666666667,model/weights/hd128_relu_lr0p1_decay1p0_wd0p001_best.npz
172,hd128_relu_lr0p2_decay0p98_wd0p001,128,relu,0.2,0.98,0.001,50,0.9031666666666667,model/weights/hd128_relu_lr0p2_decay0p98_wd0p001_best.npz
173,hd256_relu_lr0p2_decay0p98_wd0p0,256,relu,0.2,0.98,0.0,50,0.9031666666666667,model/weights/hd256_relu_lr0p2_decay0p98_wd0p0_best.npz
174,hd256_relu_lr0p2_decay0p9_wd0p0001,256,relu,0.2,0.9,0.0001,50,0.9031666666666667,model/weights/hd256_relu_lr0p2_decay0p9_wd0p0001_best.npz
175,hd256_relu_lr0p2_decay1p0_wd0p0001,256,relu,0.2,1.0,0.0001,50,0.9031666666666667,model/weights/hd256_relu_lr0p2_decay1p0_wd0p0001_best.npz
176,hd256_tanh_lr0p05_decay1p0_wd0p0001,256,tanh,0.05,1.0,0.0001,50,0.9031666666666667,model/weights/hd256_tanh_lr0p05_decay1p0_wd0p0001_best.npz
177,hd256_tanh_lr0p1_decay0p95_wd0p0001,256,tanh,0.1,0.95,0.0001,50,0.9031666666666667,model/weights/hd256_tanh_lr0p1_decay0p95_wd0p0001_best.npz
178,hd256_tanh_lr0p1_decay0p95_wd0p0,256,tanh,0.1,0.95,0.0,50,0.9031666666666667,model/weights/hd256_tanh_lr0p1_decay0p95_wd0p0_best.npz
179,hd512_sigmoid_lr0p2_decay1p0_wd1e-05,512,sigmoid,0.2,1.0,1e-05,50,0.9031666666666667,model/weights/hd512_sigmoid_lr0p2_decay1p0_wd1e-05_best.npz
180,hd512_tanh_lr0p1_decay0p95_wd0p0001,512,tanh,0.1,0.95,0.0001,50,0.9031666666666667,model/weights/hd512_tanh_lr0p1_decay0p95_wd0p0001_best.npz
181,hd512_tanh_lr0p2_decay0p98_wd1e-05,512,tanh,0.2,0.98,1e-05,50,0.9031666666666667,model/weights/hd512_tanh_lr0p2_decay0p98_wd1e-05_best.npz
182,hd512_tanh_lr0p2_decay0p9_wd0p0,512,tanh,0.2,0.9,0.0,50,0.9031666666666667,model/weights/hd512_tanh_lr0p2_decay0p9_wd0p0_best.npz
183,hd512_tanh_lr0p2_decay0p9_wd1e-05,512,tanh,0.2,0.9,1e-05,50,0.9031666666666667,model/weights/hd512_tanh_lr0p2_decay0p9_wd1e-05_best.npz
184,hd512_tanh_lr0p2_decay1p0_wd0p0,512,tanh,0.2,1.0,0.0,50,0.9031666666666667,model/weights/hd512_tanh_lr0p2_decay1p0_wd0p0_best.npz
185,hd768_relu_lr0p05_decay0p95_wd0p0,768,relu,0.05,0.95,0.0,50,0.9031666666666667,model/weights/hd768_relu_lr0p05_decay0p95_wd0p0_best.npz
186,hd768_relu_lr0p05_decay1p0_wd0p0,768,relu,0.05,1.0,0.0,50,0.9031666666666667,model/weights/hd768_relu_lr0p05_decay1p0_wd0p0_best.npz
187,hd768_relu_lr0p05_decay1p0_wd1e-05,768,relu,0.05,1.0,1e-05,50,0.9031666666666667,model/weights/hd768_relu_lr0p05_decay1p0_wd1e-05_best.npz
188,hd768_sigmoid_lr0p2_decay1p0_wd0p0001,768,sigmoid,0.2,1.0,0.0001,50,0.9031666666666667,model/weights/hd768_sigmoid_lr0p2_decay1p0_wd0p0001_best.npz
189,hd768_sigmoid_lr0p2_decay1p0_wd1e-05,768,sigmoid,0.2,1.0,1e-05,50,0.9031666666666667,model/weights/hd768_sigmoid_lr0p2_decay1p0_wd1e-05_best.npz
190,hd768_tanh_lr0p1_decay0p98_wd0p001,768,tanh,0.1,0.98,0.001,50,0.9031666666666667,model/weights/hd768_tanh_lr0p1_decay0p98_wd0p001_best.npz
191,hd768_tanh_lr0p2_decay0p9_wd1e-05,768,tanh,0.2,0.9,1e-05,50,0.9031666666666667,model/weights/hd768_tanh_lr0p2_decay0p9_wd1e-05_best.npz
192,hd256_relu_lr0p2_decay0p9_wd1e-05,256,relu,0.2,0.9,1e-05,50,0.903,model/weights/hd256_relu_lr0p2_decay0p9_wd1e-05_best.npz
193,hd256_tanh_lr0p05_decay0p98_wd0p0001,256,tanh,0.05,0.98,0.0001,50,0.903,model/weights/hd256_tanh_lr0p05_decay0p98_wd0p0001_best.npz
194,hd256_tanh_lr0p05_decay0p98_wd0p0,256,tanh,0.05,0.98,0.0,50,0.903,model/weights/hd256_tanh_lr0p05_decay0p98_wd0p0_best.npz
195,hd256_tanh_lr0p1_decay1p0_wd1e-05,256,tanh,0.1,1.0,1e-05,50,0.903,model/weights/hd256_tanh_lr0p1_decay1p0_wd1e-05_best.npz
196,hd512_tanh_lr0p05_decay1p0_wd0p0001,512,tanh,0.05,1.0,0.0001,50,0.903,model/weights/hd512_tanh_lr0p05_decay1p0_wd0p0001_best.npz
197,hd512_tanh_lr0p2_decay0p98_wd0p0,512,tanh,0.2,0.98,0.0,50,0.903,model/weights/hd512_tanh_lr0p2_decay0p98_wd0p0_best.npz
198,hd512_tanh_lr0p2_decay1p0_wd0p001,512,tanh,0.2,1.0,0.001,50,0.903,model/weights/hd512_tanh_lr0p2_decay1p0_wd0p001_best.npz
199,hd768_tanh_lr0p2_decay0p9_wd0p0001,768,tanh,0.2,0.9,0.0001,50,0.903,model/weights/hd768_tanh_lr0p2_decay0p9_wd0p0001_best.npz
200,hd256_relu_lr0p05_decay0p98_wd1e-05,256,relu,0.05,0.98,1e-05,50,0.9028333333333334,model/weights/hd256_relu_lr0p05_decay0p98_wd1e-05_best.npz
201,hd256_tanh_lr0p05_decay0p98_wd1e-05,256,tanh,0.05,0.98,1e-05,50,0.9028333333333334,model/weights/hd256_tanh_lr0p05_decay0p98_wd1e-05_best.npz
202,hd512_tanh_lr0p1_decay0p95_wd0p0,512,tanh,0.1,0.95,0.0,50,0.9028333333333334,model/weights/hd512_tanh_lr0p1_decay0p95_wd0p0_best.npz
203,hd512_tanh_lr0p1_decay0p95_wd1e-05,512,tanh,0.1,0.95,1e-05,50,0.9028333333333334,model/weights/hd512_tanh_lr0p1_decay0p95_wd1e-05_best.npz
204,hd256_sigmoid_lr0p1_decay1p0_wd0p0,256,sigmoid,0.1,1.0,0.0,50,0.9026666666666666,model/weights/hd256_sigmoid_lr0p1_decay1p0_wd0p0_best.npz
205,hd256_tanh_lr0p1_decay1p0_wd0p0,256,tanh,0.1,1.0,0.0,50,0.9026666666666666,model/weights/hd256_tanh_lr0p1_decay1p0_wd0p0_best.npz
206,hd256_tanh_lr0p2_decay1p0_wd0p0001,256,tanh,0.2,1.0,0.0001,50,0.9026666666666666,model/weights/hd256_tanh_lr0p2_decay1p0_wd0p0001_best.npz
207,hd512_sigmoid_lr0p2_decay1p0_wd0p0,512,sigmoid,0.2,1.0,0.0,50,0.9026666666666666,model/weights/hd512_sigmoid_lr0p2_decay1p0_wd0p0_best.npz
208,hd768_sigmoid_lr0p2_decay1p0_wd0p0,768,sigmoid,0.2,1.0,0.0,50,0.9026666666666666,model/weights/hd768_sigmoid_lr0p2_decay1p0_wd0p0_best.npz
209,hd768_tanh_lr0p05_decay0p98_wd0p001,768,tanh,0.05,0.98,0.001,50,0.9026666666666666,model/weights/hd768_tanh_lr0p05_decay0p98_wd0p001_best.npz
210,hd768_tanh_lr0p2_decay1p0_wd1e-05,768,tanh,0.2,1.0,1e-05,50,0.9026666666666666,model/weights/hd768_tanh_lr0p2_decay1p0_wd1e-05_best.npz
211,hd128_relu_lr0p2_decay0p9_wd0p0001,128,relu,0.2,0.9,0.0001,50,0.9025,model/weights/hd128_relu_lr0p2_decay0p9_wd0p0001_best.npz
212,hd128_tanh_lr0p2_decay0p98_wd0p001,128,tanh,0.2,0.98,0.001,50,0.9025,model/weights/hd128_tanh_lr0p2_decay0p98_wd0p001_best.npz
213,hd256_relu_lr0p1_decay1p0_wd0p0,256,relu,0.1,1.0,0.0,50,0.9025,model/weights/hd256_relu_lr0p1_decay1p0_wd0p0_best.npz
214,hd256_relu_lr0p2_decay0p9_wd0p0,256,relu,0.2,0.9,0.0,50,0.9025,model/weights/hd256_relu_lr0p2_decay0p9_wd0p0_best.npz
215,hd512_tanh_lr0p2_decay1p0_wd1e-05,512,tanh,0.2,1.0,1e-05,50,0.9025,model/weights/hd512_tanh_lr0p2_decay1p0_wd1e-05_best.npz
216,hd768_relu_lr0p1_decay0p9_wd1e-05,768,relu,0.1,0.9,1e-05,50,0.9025,model/weights/hd768_relu_lr0p1_decay0p9_wd1e-05_best.npz
217,hd128_relu_lr0p2_decay0p95_wd1e-05,128,relu,0.2,0.95,1e-05,50,0.9023333333333333,model/weights/hd128_relu_lr0p2_decay0p95_wd1e-05_best.npz
218,hd256_relu_lr0p05_decay0p98_wd0p0001,256,relu,0.05,0.98,0.0001,50,0.9023333333333333,model/weights/hd256_relu_lr0p05_decay0p98_wd0p0001_best.npz
219,hd256_relu_lr0p1_decay0p98_wd1e-05,256,relu,0.1,0.98,1e-05,50,0.9023333333333333,model/weights/hd256_relu_lr0p1_decay0p98_wd1e-05_best.npz
220,hd256_relu_lr0p2_decay1p0_wd1e-05,256,relu,0.2,1.0,1e-05,50,0.9023333333333333,model/weights/hd256_relu_lr0p2_decay1p0_wd1e-05_best.npz
221,hd256_tanh_lr0p1_decay0p9_wd0p0001,256,tanh,0.1,0.9,0.0001,50,0.9023333333333333,model/weights/hd256_tanh_lr0p1_decay0p9_wd0p0001_best.npz
222,hd512_tanh_lr0p1_decay0p98_wd0p0001,512,tanh,0.1,0.98,0.0001,50,0.9023333333333333,model/weights/hd512_tanh_lr0p1_decay0p98_wd0p0001_best.npz
223,hd768_tanh_lr0p1_decay0p95_wd0p001,768,tanh,0.1,0.95,0.001,50,0.9023333333333333,model/weights/hd768_tanh_lr0p1_decay0p95_wd0p001_best.npz
224,hd768_tanh_lr0p2_decay1p0_wd0p0,768,tanh,0.2,1.0,0.0,50,0.9023333333333333,model/weights/hd768_tanh_lr0p2_decay1p0_wd0p0_best.npz
225,hd128_relu_lr0p2_decay0p95_wd0p0,128,relu,0.2,0.95,0.0,50,0.9021666666666667,model/weights/hd128_relu_lr0p2_decay0p95_wd0p0_best.npz
226,hd256_relu_lr0p05_decay0p98_wd0p0,256,relu,0.05,0.98,0.0,50,0.9021666666666667,model/weights/hd256_relu_lr0p05_decay0p98_wd0p0_best.npz
227,hd256_relu_lr0p1_decay0p9_wd0p001,256,relu,0.1,0.9,0.001,50,0.9021666666666667,model/weights/hd256_relu_lr0p1_decay0p9_wd0p001_best.npz
228,hd256_relu_lr0p2_decay0p95_wd0p0001,256,relu,0.2,0.95,0.0001,50,0.9021666666666667,model/weights/hd256_relu_lr0p2_decay0p95_wd0p0001_best.npz
229,hd256_sigmoid_lr0p1_decay1p0_wd0p0001,256,sigmoid,0.1,1.0,0.0001,50,0.9021666666666667,model/weights/hd256_sigmoid_lr0p1_decay1p0_wd0p0001_best.npz
230,hd256_sigmoid_lr0p1_decay1p0_wd1e-05,256,sigmoid,0.1,1.0,1e-05,50,0.9021666666666667,model/weights/hd256_sigmoid_lr0p1_decay1p0_wd1e-05_best.npz
231,hd256_tanh_lr0p2_decay0p98_wd1e-05,256,tanh,0.2,0.98,1e-05,50,0.9021666666666667,model/weights/hd256_tanh_lr0p2_decay0p98_wd1e-05_best.npz
232,hd512_tanh_lr0p1_decay0p98_wd1e-05,512,tanh,0.1,0.98,1e-05,50,0.9021666666666667,model/weights/hd512_tanh_lr0p1_decay0p98_wd1e-05_best.npz
233,hd512_tanh_lr0p2_decay0p95_wd1e-05,512,tanh,0.2,0.95,1e-05,50,0.9021666666666667,model/weights/hd512_tanh_lr0p2_decay0p95_wd1e-05_best.npz
234,hd768_tanh_lr0p2_decay0p9_wd0p001,768,tanh,0.2,0.9,0.001,50,0.9021666666666667,model/weights/hd768_tanh_lr0p2_decay0p9_wd0p001_best.npz
235,hd768_tanh_lr0p2_decay1p0_wd0p0001,768,tanh,0.2,1.0,0.0001,50,0.9021666666666667,model/weights/hd768_tanh_lr0p2_decay1p0_wd0p0001_best.npz
236,hd256_relu_lr0p1_decay1p0_wd0p0001,256,relu,0.1,1.0,0.0001,50,0.902,model/weights/hd256_relu_lr0p1_decay1p0_wd0p0001_best.npz
237,hd256_relu_lr0p1_decay1p0_wd1e-05,256,relu,0.1,1.0,1e-05,50,0.902,model/weights/hd256_relu_lr0p1_decay1p0_wd1e-05_best.npz
238,hd256_relu_lr0p2_decay0p95_wd1e-05,256,relu,0.2,0.95,1e-05,50,0.902,model/weights/hd256_relu_lr0p2_decay0p95_wd1e-05_best.npz
239,hd256_tanh_lr0p1_decay0p9_wd0p0,256,tanh,0.1,0.9,0.0,50,0.902,model/weights/hd256_tanh_lr0p1_decay0p9_wd0p0_best.npz
240,hd256_tanh_lr0p2_decay1p0_wd0p001,256,tanh,0.2,1.0,0.001,50,0.902,model/weights/hd256_tanh_lr0p2_decay1p0_wd0p001_best.npz
241,hd256_tanh_lr0p2_decay1p0_wd0p0,256,tanh,0.2,1.0,0.0,50,0.902,model/weights/hd256_tanh_lr0p2_decay1p0_wd0p0_best.npz
242,hd512_tanh_lr0p05_decay1p0_wd0p0,512,tanh,0.05,1.0,0.0,50,0.902,model/weights/hd512_tanh_lr0p05_decay1p0_wd0p0_best.npz
243,hd512_tanh_lr0p1_decay1p0_wd0p001,512,tanh,0.1,1.0,0.001,50,0.902,model/weights/hd512_tanh_lr0p1_decay1p0_wd0p001_best.npz
244,hd768_tanh_lr0p2_decay0p98_wd1e-05,768,tanh,0.2,0.98,1e-05,50,0.902,model/weights/hd768_tanh_lr0p2_decay0p98_wd1e-05_best.npz
245,hd128_relu_lr0p05_decay1p0_wd0p001,128,relu,0.05,1.0,0.001,50,0.9018333333333334,model/weights/hd128_relu_lr0p05_decay1p0_wd0p001_best.npz
246,hd128_relu_lr0p1_decay0p95_wd0p001,128,relu,0.1,0.95,0.001,50,0.9018333333333334,model/weights/hd128_relu_lr0p1_decay0p95_wd0p001_best.npz
247,hd128_relu_lr0p2_decay0p9_wd1e-05,128,relu,0.2,0.9,1e-05,50,0.9018333333333334,model/weights/hd128_relu_lr0p2_decay0p9_wd1e-05_best.npz
248,hd256_relu_lr0p1_decay0p9_wd0p0,256,relu,0.1,0.9,0.0,50,0.9018333333333334,model/weights/hd256_relu_lr0p1_decay0p9_wd0p0_best.npz
249,hd256_tanh_lr0p1_decay0p9_wd1e-05,256,tanh,0.1,0.9,1e-05,50,0.9018333333333334,model/weights/hd256_tanh_lr0p1_decay0p9_wd1e-05_best.npz
250,hd512_tanh_lr0p05_decay1p0_wd1e-05,512,tanh,0.05,1.0,1e-05,50,0.9018333333333334,model/weights/hd512_tanh_lr0p05_decay1p0_wd1e-05_best.npz
251,hd512_tanh_lr0p2_decay1p0_wd0p0001,512,tanh,0.2,1.0,0.0001,50,0.9018333333333334,model/weights/hd512_tanh_lr0p2_decay1p0_wd0p0001_best.npz
252,hd128_relu_lr0p1_decay0p95_wd0p0001,128,relu,0.1,0.95,0.0001,50,0.9016666666666666,model/weights/hd128_relu_lr0p1_decay0p95_wd0p0001_best.npz
253,hd128_tanh_lr0p2_decay0p95_wd0p001,128,tanh,0.2,0.95,0.001,50,0.9016666666666666,model/weights/hd128_tanh_lr0p2_decay0p95_wd0p001_best.npz
254,hd256_relu_lr0p2_decay0p98_wd1e-05,256,relu,0.2,0.98,1e-05,50,0.9016666666666666,model/weights/hd256_relu_lr0p2_decay0p98_wd1e-05_best.npz
255,hd256_tanh_lr0p2_decay0p98_wd0p0,256,tanh,0.2,0.98,0.0,50,0.9016666666666666,model/weights/hd256_tanh_lr0p2_decay0p98_wd0p0_best.npz
256,hd256_tanh_lr0p2_decay1p0_wd1e-05,256,tanh,0.2,1.0,1e-05,50,0.9016666666666666,model/weights/hd256_tanh_lr0p2_decay1p0_wd1e-05_best.npz
257,hd512_tanh_lr0p1_decay0p98_wd0p0,512,tanh,0.1,0.98,0.0,50,0.9016666666666666,model/weights/hd512_tanh_lr0p1_decay0p98_wd0p0_best.npz
258,hd512_tanh_lr0p1_decay1p0_wd0p0001,512,tanh,0.1,1.0,0.0001,50,0.9016666666666666,model/weights/hd512_tanh_lr0p1_decay1p0_wd0p0001_best.npz
259,hd768_tanh_lr0p2_decay0p98_wd0p0,768,tanh,0.2,0.98,0.0,50,0.9016666666666666,model/weights/hd768_tanh_lr0p2_decay0p98_wd0p0_best.npz
260,hd256_relu_lr0p05_decay1p0_wd1e-05,256,relu,0.05,1.0,1e-05,50,0.9013333333333333,model/weights/hd256_relu_lr0p05_decay1p0_wd1e-05_best.npz
261,hd512_sigmoid_lr0p1_decay1p0_wd1e-05,512,sigmoid,0.1,1.0,1e-05,50,0.9013333333333333,model/weights/hd512_sigmoid_lr0p1_decay1p0_wd1e-05_best.npz
262,hd512_tanh_lr0p2_decay0p95_wd0p0,512,tanh,0.2,0.95,0.0,50,0.9013333333333333,model/weights/hd512_tanh_lr0p2_decay0p95_wd0p0_best.npz
263,hd256_relu_lr0p05_decay0p95_wd0p0,256,relu,0.05,0.95,0.0,50,0.9011666666666667,model/weights/hd256_relu_lr0p05_decay0p95_wd0p0_best.npz
264,hd256_relu_lr0p05_decay1p0_wd0p0001,256,relu,0.05,1.0,0.0001,50,0.9011666666666667,model/weights/hd256_relu_lr0p05_decay1p0_wd0p0001_best.npz
265,hd256_relu_lr0p05_decay1p0_wd0p0,256,relu,0.05,1.0,0.0,50,0.9011666666666667,model/weights/hd256_relu_lr0p05_decay1p0_wd0p0_best.npz
266,hd256_relu_lr0p1_decay0p9_wd1e-05,256,relu,0.1,0.9,1e-05,50,0.9011666666666667,model/weights/hd256_relu_lr0p1_decay0p9_wd1e-05_best.npz
267,hd256_relu_lr0p2_decay0p95_wd0p0,256,relu,0.2,0.95,0.0,50,0.9011666666666667,model/weights/hd256_relu_lr0p2_decay0p95_wd0p0_best.npz
268,hd512_tanh_lr0p05_decay0p95_wd0p0001,512,tanh,0.05,0.95,0.0001,50,0.9011666666666667,model/weights/hd512_tanh_lr0p05_decay0p95_wd0p0001_best.npz
269,hd768_tanh_lr0p05_decay1p0_wd0p001,768,tanh,0.05,1.0,0.001,50,0.9011666666666667,model/weights/hd768_tanh_lr0p05_decay1p0_wd0p001_best.npz
270,hd128_relu_lr0p05_decay0p98_wd0p001,128,relu,0.05,0.98,0.001,50,0.901,model/weights/hd128_relu_lr0p05_decay0p98_wd0p001_best.npz
271,hd256_relu_lr0p05_decay0p95_wd0p0001,256,relu,0.05,0.95,0.0001,50,0.901,model/weights/hd256_relu_lr0p05_decay0p95_wd0p0001_best.npz
272,hd256_relu_lr0p2_decay1p0_wd0p0,256,relu,0.2,1.0,0.0,50,0.901,model/weights/hd256_relu_lr0p2_decay1p0_wd0p0_best.npz
273,hd512_sigmoid_lr0p1_decay1p0_wd0p0,512,sigmoid,0.1,1.0,0.0,50,0.901,model/weights/hd512_sigmoid_lr0p1_decay1p0_wd0p0_best.npz
274,hd128_tanh_lr0p1_decay0p98_wd0p001,128,tanh,0.1,0.98,0.001,50,0.9008333333333334,model/weights/hd128_tanh_lr0p1_decay0p98_wd0p001_best.npz
275,hd512_sigmoid_lr0p1_decay1p0_wd0p0001,512,sigmoid,0.1,1.0,0.0001,50,0.9008333333333334,model/weights/hd512_sigmoid_lr0p1_decay1p0_wd0p0001_best.npz
276,hd768_sigmoid_lr0p2_decay0p98_wd0p0,768,sigmoid,0.2,0.98,0.0,50,0.9008333333333334,model/weights/hd768_sigmoid_lr0p2_decay0p98_wd0p0_best.npz
277,hd768_tanh_lr0p1_decay1p0_wd0p001,768,tanh,0.1,1.0,0.001,50,0.9008333333333334,model/weights/hd768_tanh_lr0p1_decay1p0_wd0p001_best.npz
278,hd512_relu,512,relu,0.1,0.95,0.0001,15,0.9006666666666666,model/weights/hd512_relu_best.npz
279,hd512_tanh_lr0p05_decay0p95_wd0p001,512,tanh,0.05,0.95,0.001,50,0.9006666666666666,model/weights/hd512_tanh_lr0p05_decay0p95_wd0p001_best.npz
280,hd256_relu_lr0p1_decay0p9_wd0p0001,256,relu,0.1,0.9,0.0001,50,0.9005,model/weights/hd256_relu_lr0p1_decay0p9_wd0p0001_best.npz
281,hd256_tanh_lr0p05_decay0p95_wd0p0,256,tanh,0.05,0.95,0.0,50,0.9005,model/weights/hd256_tanh_lr0p05_decay0p95_wd0p0_best.npz
282,hd512_tanh_lr0p05_decay0p95_wd0p0,512,tanh,0.05,0.95,0.0,50,0.9005,model/weights/hd512_tanh_lr0p05_decay0p95_wd0p0_best.npz
283,hd512_tanh_lr0p05_decay0p95_wd1e-05,512,tanh,0.05,0.95,1e-05,50,0.9005,model/weights/hd512_tanh_lr0p05_decay0p95_wd1e-05_best.npz
284,hd512_tanh_lr0p1_decay0p9_wd0p001,512,tanh,0.1,0.9,0.001,50,0.9005,model/weights/hd512_tanh_lr0p1_decay0p9_wd0p001_best.npz
285,hd768_tanh_lr0p1_decay0p9_wd0p0,768,tanh,0.1,0.9,0.0,50,0.9005,model/weights/hd768_tanh_lr0p1_decay0p9_wd0p0_best.npz
286,hd768_tanh_lr0p1_decay0p9_wd1e-05,768,tanh,0.1,0.9,1e-05,50,0.9005,model/weights/hd768_tanh_lr0p1_decay0p9_wd1e-05_best.npz
287,hd128_relu_lr0p1_decay0p98_wd0p0001,128,relu,0.1,0.98,0.0001,50,0.9003333333333333,model/weights/hd128_relu_lr0p1_decay0p98_wd0p0001_best.npz
288,hd256_relu_lr0p05_decay0p95_wd1e-05,256,relu,0.05,0.95,1e-05,50,0.9003333333333333,model/weights/hd256_relu_lr0p05_decay0p95_wd1e-05_best.npz
289,hd256_tanh_lr0p05_decay0p95_wd1e-05,256,tanh,0.05,0.95,1e-05,50,0.9003333333333333,model/weights/hd256_tanh_lr0p05_decay0p95_wd1e-05_best.npz
290,hd768_tanh_lr0p2_decay1p0_wd0p001,768,tanh,0.2,1.0,0.001,50,0.9003333333333333,model/weights/hd768_tanh_lr0p2_decay1p0_wd0p001_best.npz
291,hd128_tanh_lr0p1_decay0p95_wd0p001,128,tanh,0.1,0.95,0.001,50,0.9001666666666667,model/weights/hd128_tanh_lr0p1_decay0p95_wd0p001_best.npz
292,hd128_tanh_lr0p1_decay1p0_wd0p001,128,tanh,0.1,1.0,0.001,50,0.9001666666666667,model/weights/hd128_tanh_lr0p1_decay1p0_wd0p001_best.npz
293,hd256_tanh_lr0p05_decay0p95_wd0p0001,256,tanh,0.05,0.95,0.0001,50,0.9001666666666667,model/weights/hd256_tanh_lr0p05_decay0p95_wd0p0001_best.npz
294,hd512_tanh_lr0p1_decay1p0_wd0p0,512,tanh,0.1,1.0,0.0,50,0.9001666666666667,model/weights/hd512_tanh_lr0p1_decay1p0_wd0p0_best.npz
295,hd512_tanh_lr0p1_decay1p0_wd1e-05,512,tanh,0.1,1.0,1e-05,50,0.9001666666666667,model/weights/hd512_tanh_lr0p1_decay1p0_wd1e-05_best.npz
296,hd768_tanh_lr0p1_decay0p9_wd0p0001,768,tanh,0.1,0.9,0.0001,50,0.9001666666666667,model/weights/hd768_tanh_lr0p1_decay0p9_wd0p0001_best.npz
297,hd128_relu_lr0p1_decay0p95_wd0p0,128,relu,0.1,0.95,0.0,50,0.9,model/weights/hd128_relu_lr0p1_decay0p95_wd0p0_best.npz
298,hd256_sigmoid_lr0p2_decay0p95_wd0p0,256,sigmoid,0.2,0.95,0.0,50,0.9,model/weights/hd256_sigmoid_lr0p2_decay0p95_wd0p0_best.npz
299,hd512_tanh_lr0p1_decay0p9_wd0p0001,512,tanh,0.1,0.9,0.0001,50,0.9,model/weights/hd512_tanh_lr0p1_decay0p9_wd0p0001_best.npz
300,hd512_tanh_lr0p1_decay0p9_wd0p0,512,tanh,0.1,0.9,0.0,50,0.9,model/weights/hd512_tanh_lr0p1_decay0p9_wd0p0_best.npz
301,hd512_tanh_lr0p1_decay0p9_wd1e-05,512,tanh,0.1,0.9,1e-05,50,0.9,model/weights/hd512_tanh_lr0p1_decay0p9_wd1e-05_best.npz
302,hd128_relu_lr0p2_decay0p9_wd0p0,128,relu,0.2,0.9,0.0,50,0.8998333333333334,model/weights/hd128_relu_lr0p2_decay0p9_wd0p0_best.npz
303,hd128_relu_lr0p2_decay1p0_wd0p001,128,relu,0.2,1.0,0.001,50,0.8996666666666666,model/weights/hd128_relu_lr0p2_decay1p0_wd0p001_best.npz
304,hd128_tanh_lr0p05_decay1p0_wd0p001,128,tanh,0.05,1.0,0.001,50,0.8996666666666666,model/weights/hd128_tanh_lr0p05_decay1p0_wd0p001_best.npz
